customer_id,cst_successful_transfers_cnt,cst_age,customer_address_country,cst_profile_age_days,fraudulent_cst,suspicious_cst
3a7acc2e114d9adf7e66be3b639f9d8134150e57,24,61,gbr,572,0,0
3f19130c3202e2c1f47434de423fd30c3686c4cc,58,61,fra,283,0,0
691531b2b53cddcf126812efda8ee261347b223f,20,61,gbr,426,0,0
7e829d257c6741b24435b0547de19050e495896b,43,61,fra,761,0,0
90f7ea22b94f66ca84ace22920927fbac7e91926,2,61,fra,20,0,0
8568287a50848340435c7f1b173b6fcf24314abd,1,60,deu,23,1,0
8c17c66a2648376bc8840bff5119357b3a121768,1,60,nor,22,1,1
01a06f74ea589caf712bc772e89613398ad23ed4,20,60,gbr,337,0,0
31f60ab496d8b9b1f220a2ba7b2ac13601163648,6,60,gbr,145,0,0
40d4719c4303ebd1a9f194a0bd94eddaf9b6a780,1,60,gbr,31,0,0
6bf12b64d54b46a18e33460fd795192170acedb3,11,60,esp,367,0,0
786fa24032753f1dead773c4d2bba53dcf38bf57,2,60,deu,36,0,0
7ca1809db6e415a15d24b63ef0fb304a9792e35f,6,60,gbr,550,0,0
8bc1ee9ec2908c3de47e5b15a62277f313b329f2,20,60,gbr,473,0,0
b6bd925f89be6f1a5c4d11d87acd2866d13f8982,25,60,gbr,125,0,0
da3bbce6d1f8a5f19e79c798fca220b2323a94c2,4,60,gbr,31,0,0
e65e0d5c1899a3704e82d35e2fe9da218a6b0136,8,60,gbr,533,0,0
f03ac204449806e98d4e390480277e6542c95161,11,60,esp,216,0,0
1af630e8d8defd5a136105ea7b177c49694b0ad8,1,59,swe,24,1,0
5c4c6fb63102177ae1590c31e48aae9ec2404de4,1,59,irl,17,1,1
8b99ce54f6081d136f141945c73127882cbe8824,1,59,deu,23,1,0
942f39444ff8ed4bc67314f147445710248bdd2c,1,59,gbr,27,1,1
a43463f59940b7af5ca4b5069dda03516cc20fa8,2,59,deu,28,1,0
a8328f4fc84f7a60b832e8e0302167311bbc7b84,1,59,nor,25,1,1
d8c73d273ed92ec89ad52d9c254e3d623a437eb2,1,59,deu,24,1,0
28825acc5dda1a4ca1ff578059e9018d3de52f54,3,59,gbr,76,0,0
2dd16f6aa8c51b76c1786bcf103701efab7ebac3,20,59,gbr,328,0,0
3023f2e622ed60785cb548dd614b85d2af74c151,26,59,usa,199,0,1
4d3329f951e777775a38ba541f53b9408b6eaba6,1,59,nor,27,0,0
6ab54d2f9260cc6c2348c5679fd10d0383d5aa4b,12,59,gbr,210,0,0
acf5d8bc09e794ef0de2c8cfded4e6636020dca1,1,59,swe,8,0,0
b653fd9ed439f11a96c6aff85d69f3c74fe5db37,18,59,gbr,151,0,1
cb955d4093d7dafbc0494bddae7d18533be9cf08,1,59,rou,25,0,0
e0c529ff6c100216cb0cdd9d1aa15847800e56b6,3,59,deu,35,0,0
e58da69636d4d6cdf9113a3b88022bd96db78054,9,59,gbr,224,0,0
fb370b949442a0eb65b1b064aaa352bd6557d30b,59,59,gbr,570,0,0
fc3c05acff5f9d81bd6f196995021ba2f029be76,1,59,esp,14,0,0
fefcd4a307bd7e3ab9f8d257859d9c08e30f7399,19,59,gbr,294,0,0
b3936b90cf12f98a512025a693ec1c03c47484ab,2,58,deu,28,1,1
b948b79e6ad86b988fa19971d639ca00aadc4b48,2,58,usa,17,1,1
b948b79e6ad86b988fa19971d639ca00aadc4b48,2,58,usa,17,1,1
c0d665166ee887e49daf70044f900e3e4248fb7c,1,58,gbr,26,1,1
09d99d55ab5c233b0c96dd632556478c0aa047e1,2,58,deu,500,0,0
2d11abda657579b8abcb45c498a97272fc8b523d,9,58,ita,481,0,0
41641abd68acee33fc8ccdb43c236fef4930c183,26,58,esp,493,0,0
4ded0a66ad7db8047713b843faed17d3d25e2aba,4,58,esp,129,0,0
536634c62081307920809b40249aec74cd1ae80e,6,58,ita,158,0,0
919fd428bef3bf489e4cb5fc5db9ed2f2bcba168,1,58,fra,11,0,0
a04e1a52a5046eb2da63094aef12c10ed68bcf4e,3,58,gbr,431,0,0
b642da0c90a594f52a2c6a852bdc82fee0cef6a5,1,58,gbr,385,0,0
cc03a97726383ed9f2ca91f8a8cbd97b31582768,3,58,pol,177,0,0
d1a64aba22af374b16328cc0660c6c64f9c1dfa7,19,58,esp,340,0,0
e39453db3e0866d25c8180a7abcea3364e354bbf,21,58,esp,246,0,0
ea6704667c2d63f16a094756dff3e6cc39ff5be5,12,58,gbr,462,0,0
f8060b34c0ae1f7f6d4fdaed840d6b820bd0b41f,9,58,prt,333,0,0
fcbee0aade2e529b72885fb31b1d506910dc615c,4,58,esp,133,0,0
06f24234625e9889243e1becbcc081f712ed8ea8,1,57,gbr,11,1,1
354eb3a6a78d41ad610794c0e0e2988e04e1add0,1,57,gbr,10,1,1
3e5631d1f07852a921919e1978225fd9e5d37125,1,57,gbr,10,1,1
455a0fce475fda4ee48e07141a58609edef2f0c5,3,57,deu,29,1,1
0b95f3c7449797599d31b5505a3273aa5d142842,22,57,gbr,733,0,0
11885e6e637a0926794c384630d693592610fef7,9,57,gbr,573,0,0
1865e7d1db4d55c1af226e952042fd11a76d9df6,12,57,gbr,428,0,0
1ff7e695f6dc32697e39b337c8e39c96215bc8f4,38,57,gbr,395,0,0
219f3f198daa7632f09e05d394e820ce96dab457,25,57,gbr,381,0,0
40452757bc687f8ce488fcb538ac35121a0fc5fa,1,57,gbr,16,0,0
45649005cb753c09304c73e6e35904d5745f1b29,8,57,usa,282,0,1
76622ae50fedd9c0104d6d5451912c6d5faad60d,19,57,srb,331,0,0
7c63478bff6788ca0596fca0f42f03b24e208162,3,57,gbr,292,0,0
888971744aaeb3b6719ec9ce3bd5054dca0f8db3,6,57,nga,152,0,0
8ad36b7e688dd1bd8bdeb93fc703f08ce81d34b1,5,57,gbr,24,0,0
a2fe91611c07a6a71b3c558f2ebb97b3e6114385,13,57,ita,116,0,0
cb1cfcd80e28b8bb662b8d5ba631d43f0ead72ef,2,57,hun,28,0,0
d75864e7204365a5d048f5523430aab477290d99,21,57,gbr,492,0,0
e2f04b83326683499d13ff78ad9b2290e6fc0100,2,57,usa,26,0,0
e2f04b83326683499d13ff78ad9b2290e6fc0100,2,57,usa,26,0,0
ed2bb30a277bf5a722c0422a30eb0da39e5339fb,20,57,gbr,337,0,0
ee7ed75c07a2f2df715ae524b5c29afc3a5db7ce,5,57,gbr,149,0,0
fd3dec8d3dccd9a33a4e68d0b7db4c772ff1933e,2,57,gbr,473,0,0
6bd197776951e853e74aec499b3eb5889495e9b1,2,56,deu,25,1,0
ba7336431ee3f5eda99e674cc57917ba8e50dcf3,1,56,deu,25,1,0
0b29f0d05933b1ce2202ffb48b8d7a0b46696bf4,1,56,esp,20,0,0
237414b3c6f54d73e230db7a46f860af0082a8a7,1,56,usa,19,0,0
4cb34be9d706f994d38f94ee02ae09b5f71ba67e,10,56,gbr,88,0,1
64b2c2880386b59a80c7311d089e696144faac49,2,56,esp,129,0,0
66db676428f9855e3543b5d4d99ec01787a6dbbf,7,56,gbr,331,0,0
69e906940cc3c19a492b15c35e280f14bc8e8290,144,56,gbr,526,0,0
6ee6d252dd7a17ccdb1a5e65f253fb9dc6f2f1a8,3,56,gbr,114,0,0
7428ede27f061f557110f6f264129c9400a5f20a,2,56,usa,38,0,0
9681949cf3f18e258eead556c37bf8ceb0159fcb,2,56,gbr,91,0,0
9ede5cf9589280d4f37674bafeb4ddadd60d8733,1,56,gbr,9,0,0
c5486582eed2788c44e65286e703894b6f566807,2,56,cze,30,0,0
e7d401741924c17502aef2dc3662d49008617607,2,56,gbr,39,0,0
ef2d898a5662c5b2940db7f0be06b316675ed6e1,128,56,gbr,286,0,0
ef64c787131e5abe2a0664ee752abdc51289bd47,9,56,gbr,431,0,0
8bf759255acfa26b047438c9ed5e2fc4de0e7a6d,1,55,deu,22,1,1
dc2ce33944f9ca87831b509b6ba06faf97ab6455,1,55,gbr,18,1,1
23bebbaa7ccbc489336fa2cfc13a7262b81cef13,5,55,gbr,61,0,1
2cc03616f6e6cedeb2bdb261d56357cab29ab8e8,1,55,gbr,18,0,0
3a12b4baadeac18e4b663cefd3b89e87e25f06f6,14,55,dnk,50,0,0
518939cb874a50e774c34989adbdf0e9f299fc91,7,55,usa,848,0,0
55543a1329ec2f8a20ac6e3aa6795ef517a4a43d,26,55,gbr,698,0,0
56ed2c644b62a4d2990791ae15180cbe3248e9aa,4,55,fra,53,0,0
60c8c24fa76ba530e762778792e26450b6b880ba,5,55,gbr,32,0,0
61e58be081e44cf536803a5c76529e90b8747572,7,55,gbr,1069,0,0
695b50baa0931069d419624887f61ee2e702fdaf,2,55,ita,27,0,0
6c1e072ddaa508fa5a9293f499ede215b2fa0907,73,55,gbr,445,0,0
6f2df33cee0a8210f98607bc6fdf49d80cddef62,30,55,gbr,382,0,0
7599c60628c86cd6cc169c84f13e3b665aff12c3,11,55,fra,198,0,0
908c8363f00cc8ec4c159d026cf63465fa7be8a8,3,55,gbr,287,0,0
a0dac507570c6d72929ed2d9d1dd56231c7875c3,4,55,gbr,69,0,0
a68c84be910a653204b852518154c854b14e20fb,3,55,usa,36,0,0
d25c78119f414a61a148aeacab212c53bc29349f,4,55,gbr,565,0,0
df2c25976acad774621a4692a89ab8a01c7c10d9,18,55,gbr,245,0,0
e7c7b7c2ca4b8cd67a1837163ddf4eeb0909f129,21,55,fra,422,0,0
f93417d5f9373d9af5c037b78f08d9fabf7e0f70,11,55,gbr,37,0,0
c6b171170ba1478ca5b7b6d244c3ceb4b447e1bb,1,54,gbr,25,1,1
101202a5183974a0d920ab92f525e8eeabe8a300,9,54,gbr,160,0,0
1272f4d7b86cc0f9871599f27fbcd1f69b87ba4c,2,54,gbr,18,0,0
1272f4d7b86cc0f9871599f27fbcd1f69b87ba4c,2,54,gbr,18,0,0
23a8c8fa81e8a0f5661caa9ad3a3d72d0aec6b0f,1,54,ncl,8,0,0
296bd04893f6d96ba4167fa14ca37d4905ddd84c,3,54,usa,24,0,0
3e1a0cf0331fa2365f131384ea2152b574c5b146,4,54,esp,108,0,0
4b68e45a767407ba32c8a08340a8ad86e654cfca,29,54,irl,238,0,0
52d1ade367b09b035829d7d62290cf2aaf23c396,2,54,gbr,32,0,0
62e3e2e025e420e8362f5787ecaa2b8803f23919,1,54,gbr,1001,0,0
6c1d9bcc4bb68f593e10ccef3d98f27c2610fba5,8,54,gbr,315,0,0
6c8be19b8acd605b8b3136e5f437474284a0a7a8,1,54,usa,17,0,0
773a7c8d6b3d0a35474823f513da1438ad862d78,9,54,gbr,114,0,0
77a5d851ec044c4e99fb43ca052c1029eab2c1cc,1,54,usa,21,0,0
7a8ce03796d28cf213743d31693242d83d636100,18,54,gbr,361,0,0
81f9fce0174da88e305e34994589ba5fb2b58e99,39,54,gbr,177,0,0
826bd02320502e088ee3199ed65f45a6a259e0d6,9,54,gbr,517,0,0
8cb984c2e591a862c83e4b8087300ff8acdf631e,5,54,deu,122,0,0
b1c831b1ec0fea48fc4328dc1be2a6d16338daf3,4,54,gbr,434,0,0
c7c159ef8be1cd60c8777653f5bd0ff20cdec113,5,54,gbr,71,0,0
e4f80368c872b509578332886a0ae41e9026ca0c,19,54,gbr,183,0,0
a4b72fb62e208f9e90b83727b1d5a86240f4ac9b,2,53,ita,8,1,1
a4b72fb62e208f9e90b83727b1d5a86240f4ac9b,2,53,ita,8,1,1
0c049fb7fe1b37bda6b56c5176ed0ab56c55f8f3,5,53,deu,207,0,0
0cfd70285dc4ee9d3527aa7d3b2fb1d9ae375430,2,53,gbr,27,0,0
164b40155c1e45889e08fbbdab4144fa211820f8,31,53,gbr,588,0,0
2107cc9fbb62854c73c7a5a3458c929227f87ab8,15,53,gbr,165,0,0
2b3a8b7bb32c0b9dfc37ce627c09d721e511647f,2,53,gbr,373,0,0
41cc6b6e674ade51d27580fd1119aed6283aece8,17,53,ita,245,0,0
46b092c3d802a30b17fe359bb218c457f5c15ba2,23,53,gbr,353,0,0
4a8bb30b4ecfb54d5f8541d03a2de84908e04c11,2,53,gbr,15,0,0
6f909132e8e55cc1237908653685ddc035db44d3,2,53,gbr,1038,0,0
734d4b289753cbfbe723b2009a8fb5cf39a2255d,6,53,fra,505,0,0
981477905c5555a4ab7db1ebc78cd2c42a908428,93,53,esp,717,0,0
b9e417cef24530ce1e355487e0e87bbf2169a78c,31,53,usa,49,0,0
c2fa6f02162d31fecff1b9c59ceb61bfb1f8a0da,20,53,hun,415,0,0
f00086e687f612d6443d7f15b6d30cfd4b503b66,1,53,gbr,8,0,0
6bab6d503443d103179e6aa168f8d45889d342e1,1,52,gbr,24,1,1
f596b8148d97ca77278d7ad3b773b1ec21e69fad,1,52,gbr,17,1,0
11abe35b3307a136fbbe88d83874616035685756,12,52,esp,107,0,0
24837acb49f3539cf069086246720b48ee31d4bb,1,52,est,652,0,0
528b42d1083b2022676609aa6ad214d7c5be7c12,14,52,gbr,870,0,0
566d31dc113c663d6391222db29e51b4efaa8ad0,11,52,gbr,344,0,0
580a1d0a0502a519be567a5fb13a92ba3d3a7115,6,52,gbr,60,0,0
58eb9559cb359132dabe0377a0c1a5fcc7f05d8b,15,52,gbr,290,0,0
61229ab0d734485e531cbac037e5bc2e3e1183f9,21,52,gbr,313,0,0
8a9eb88573c797d57b2407c2332097bd35689d56,5,52,gbr,173,0,0
b8ff7167cfb4d6978b985cac7aeb7fef386a6092,1,52,gbr,17,0,0
c413e98b3779c37f67d839e1f7bc595e448047cb,1,52,gbr,21,0,0
cdc21266b6bd4cb861e184af20f5129009d659ad,48,52,gbr,317,0,0
e07fb709d56d8bc5c898389943b2fd37954c1d59,2,52,gbr,27,0,0
e172ebc7a1e1d56ad5b52e8750ed75e207697164,11,52,fra,626,0,0
87936ad2c2066cb565d7a05fa65e0ddad7c3fb27,1,51,gbr,7,1,0
02b854cf5cc92fb50ae535c0885a4be5b191dfed,9,51,swe,162,0,0
0c1619f937c57609f4a1d0240576790ecc7997bc,1,51,esp,47,0,0
0d24efe8dbbf8b88c44f56cd0258beaf148202ad,2,51,gbr,220,0,0
28636d6fe8b6b4d1bbd853eb822f2ff457bb1855,11,51,esp,83,0,1
29e13646a519d8f8c1310406645172e42d955da0,12,51,gbr,361,0,0
5e8fcb3b6c55cbcba7a881cb6be2ee4896b05ce4,1,51,gbr,26,0,0
820051fd95f1316eb98eee32cb31e1c9a3d30052,26,51,gbr,453,0,0
97d5a1540478e666b297c6922c63600dfc9225bd,45,51,gbr,220,0,0
9cf37b9041aedcf95568e90f8351c804ac01fa3e,10,51,deu,210,0,0
a1b210331591add260fe6dbf3fd28f1d6589c3ca,2,51,gbr,50,0,0
b4c4b772efde098d9fe5e1937480ec129a460125,5,51,fra,161,0,0
b5cc47cd809107c8cbfe9f2666806d97e860609b,6,51,gbr,439,0,0
cdeef4d2604bbe4f0cc09063e9e1fe04d638cd33,44,51,gbr,478,0,0
e119002c269e7a67112a876aa7b4be5d6fde1334,21,51,nld,417,0,0
eb3656cd7a5ea4107d20a50e4fd81a0f5f69501d,2,51,grc,415,0,0
ec084de88ff2ce608a6567da80222fe7e661235b,3,51,aut,493,0,0
f09f32a2d23fd9d57cc7d9eab875e0eb070f6534,8,51,irl,84,0,0
fbb03b3ffa8e6f8554658b6fcbd1b3594a3eef12,2,51,irl,30,0,0
21439dbfe8471a073dab7d7c8fcc274eb7f1d499,2,50,gbr,7,1,0
9dabd85e2ad0b7b09729f9cf447914cd8215d2f3,2,50,deu,23,1,0
9dabd85e2ad0b7b09729f9cf447914cd8215d2f3,2,50,deu,23,1,0
28ee57e6b66937116bc1b38ccca6516a4548041b,6,50,usa,156,0,1
2972a1b12563300ef091796675608d52e65a2b4d,35,50,gbr,499,0,0
36258a9b4188d47adb520cfcdb2a85a676e4237c,1,50,deu,16,0,0
3a048329819929d3d796683832be8c805c48590f,7,50,gbr,152,0,0
4ee22dfdd59b4ce54c05dfef92fd776812471e50,8,50,esp,178,0,0
65fa683b8e9c65e347b33ea3469bfc89be011358,2,50,gbr,11,0,0
7278d32d00efa64cea710ac4ba61daf1667d3d38,1,50,hun,7,0,0
75827cdfd099494a2eba629acd4f5fa19b3575db,18,50,gbr,445,0,0
81b1410720351766c3a3789b4e293f1a7c7883d3,13,50,usa,388,0,0
876d6d133aa1482253ec6ae57af8aea5019c328f,1,50,dnk,15,0,0
8aecb247f26385d23ed55d8e47cd2a9075b9dc77,2,50,dnk,32,0,0
8b96d73123e65b1d20848a436765d2576795828d,13,50,gbr,393,0,0
b4c3831731df00aaaa6671e4f4fdbda79080e1c7,7,50,esp,525,0,0
b5a5ce55a30789a16529f7a577f45cb3a504072b,2,50,esp,87,0,0
bc2706cefb649aa3c444392eba11b751389253bc,8,50,usa,112,0,0
bdb5d3fa15f86860e64eb4580f7fb3926ef0a2ee,2,50,fra,18,0,0
e64ca98bff005e0331d91cfe959968dfa4b98ba5,7,50,gbr,781,0,0
f0dc24e4eb3db8d733539a072745843c957122c5,4,50,fra,195,0,0
f5e8617db9bfb6b80db8c9084f3797baa6b8723e,2,50,fra,8,0,0
f91aeba7de301cb5a1303a9d736ab4dd8c3028e7,2,50,aus,23,0,0
6c33e516c4b9ed6f5c2efd78b4afce81fc750fde,1,49,gbr,9,1,1
77ee9ce9cf796a0b7b3ca76fe7183877d3c28c6a,1,49,deu,15,1,1
9cc54f1e684c7ed79d0931ad1098ad6a3899baf3,1,49,gbr,14,1,1
103850bf7a64e081fc645d975296d096c0ed326a,1,49,gbr,13,0,0
1510705cdabb0a910163fb9ae6547d3bdbb7862b,11,49,deu,423,0,0
21b8a89fb6c31776f722094fa523ec4365a78e5d,120,49,gbr,166,0,1
32ab989b0689bc6f7f3541acc712968e83a0dab9,2,49,pol,17,0,0
4955f03b2e0ecf76535202ae87cd34281b0f1cf0,45,49,ita,237,0,0
56ac7b2695b4086bf61df3a23f02bb51ecdf55bb,33,49,deu,396,0,0
8ae4981cf6caf7883b75f0b2a55a332cec4ad95a,3,49,gbr,28,0,0
a09335e2f62c855e45dd107eccf912dff3fe396f,8,49,gbr,186,0,0
c1791c42111e12f3c2927c8fbd0737f50ebbaacb,21,49,gbr,201,0,0
c5d2a45dfd6f0908a8a4e630c9e08defcaef5cd3,13,49,bel,120,0,1
c8c20125c28dc2017ab669de8253973d01810fda,4,49,gbr,225,0,0
ce571baa53d8febe36ab382116c9c45abb1485ab,7,49,gbr,122,0,0
d7ee6caccd9d762e79c8dbe63e2b22bbde58af8e,5,49,gbr,121,0,0
dfd1e5197ca274d00b1f5939cf31d3748f4ea54f,8,49,gbr,198,0,0
